Start movment for player 1. Stamina: current 0.19999999999999998 / cost 0.1 
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.1, moveSpeed: 0.05, step: 0.05, finalAnimIndex: 1}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.4, finalAnimIndex: 8}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.4, finalAnimIndex: 8}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.45, finalAnimIndex: 9}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.45, finalAnimIndex: 9}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.5, finalAnimIndex: 10}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.5, finalAnimIndex: 10}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.55, finalAnimIndex: 11}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.55, finalAnimIndex: 11}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.6, finalAnimIndex: 12}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.6, finalAnimIndex: 12}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.65, finalAnimIndex: 13}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.65, finalAnimIndex: 13}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.7, finalAnimIndex: 14}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.7, finalAnimIndex: 14}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.75, finalAnimIndex: 15}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.75, finalAnimIndex: 15}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.8, finalAnimIndex: 16}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.8, finalAnimIndex: 16}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.85, finalAnimIndex: 17}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.85, finalAnimIndex: 17}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.9, finalAnimIndex: 18}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.9, finalAnimIndex: 18}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.95, finalAnimIndex: 19}
drawPlayerStep.js?t=1771201714535:469 draw player step {plyr_number: 1, move_speed: 0.05, moveSpeed: 0.05, step: 0.95, finalAnimIndex: 19}
